datetime,nav,price
2019-08-20,1.924,1.73
2019-08-21,1.932,1.76
2019-08-22,1.932,1.76
2019-08-23,1.935,1.76
2019-08-26,1.923,1.74
2019-08-27,1.95,1.78
2019-08-28,1.946,1.79
2019-08-29,1.948,1.81
2019-08-30,1.932,1.83
2019-09-02,1.976,1.83
2019-09-03,1.984,1.86
2019-09-04,2.002,1.86
2019-09-05,2.014,1.85
2019-09-06,2.018,1.86
2019-09-09,2.056,1.86
2019-09-10,2.05,1.83
2019-09-11,2.042,1.83
2019-09-12,2.05,1.86
2019-09-16,2.052,1.67
2019-09-17,2.022,1.65
2019-09-18,2.023,1.65
2019-09-19,2.033,1.64
2019-09-20,2.036,1.61
2019-09-23,2.027,1.61
2019-09-24,2.029,1.61
2019-09-25,2.006,1.6
2019-09-26,1.969,1.61
2019-09-27,1.982,1.63
2019-09-30,1.963,1.64
2019-10-08,1.964,1.66
2019-10-09,1.982,1.65
2019-10-10,2.003,1.64
2019-10-11,2.012,1.65
2019-10-14,2.037,1.62
2019-10-15,2.016,1.61
2019-10-16,2.008,1.63
2019-10-17,2.003,1.62
2019-10-18,1.982,1.61
2019-10-21,1.98,1.63
2019-10-22,1.996,1.65
2019-10-23,1.985,1.64
2019-10-24,1.983,1.62
2019-10-25,1.998,1.61
2019-10-28,2.024,1.62
2019-10-29,2.001,1.62
2019-10-30,1.978,1.62
2019-10-31,1.966,1.61
2019-11-01,1.979,1.62
2019-11-04,1.985,1.62
2019-11-05,1.996,1.59
2019-11-06,1.98,1.58
2019-11-07,1.989,1.58
2019-11-08,1.979,1.59
2019-11-11,1.943,1.58
2019-11-12,1.944,1.58
2019-11-13,1.946,1.6
2019-11-14,1.958,1.6
2019-11-15,1.945,1.6
2019-11-18,1.956,1.59
2019-11-19,1.983,1.58
2019-11-20,1.974,1.59
2019-11-21,1.974,1.59
2019-11-22,1.957,1.59
2019-11-25,1.962,1.59
2019-11-26,1.959,1.59
2019-11-27,1.963,1.6
2019-11-28,1.955,1.6
2019-11-29,1.959,1.61
2019-12-02,1.961,1.62
2019-12-03,1.97,1.62
2019-12-04,1.968,1.63
2019-12-05,1.981,1.63
2019-12-06,1.992,1.63
2019-12-09,1.999,1.65
2019-12-10,2.005,1.67
2019-12-11,2.002,1.69
2019-12-12,1.998,1.69
2019-12-13,2.019,1.69
2019-12-16,2.048,1.68
2019-12-17,2.066,1.66
2019-12-18,2.063,1.67
2019-12-19,2.064,1.67
2019-12-20,2.048,1.68
2019-12-23,2.017,1.68
2019-12-24,2.037,1.69
2019-12-25,2.043,1.7
2019-12-26,2.053,1.74
2019-12-27,2.043,1.74
2019-12-30,2.063,1.76
2019-12-31,2.073,1.78
2020-01-02,2.104,1.77
2020-01-03,2.105,1.78
2020-01-06,2.118,1.77
2020-01-07,2.14,1.79
2020-01-08,2.118,1.79
2020-01-09,2.14,1.79
2020-01-10,2.142,1.79
2020-01-13,2.167,1.79
2020-01-14,2.163,1.81
2020-01-15,2.162,1.8
2020-01-16,2.164,1.82
2020-01-17,2.161,1.77
2020-01-20,2.187,1.63
2020-01-21,2.17,1.67
2020-01-22,2.185,1.7
2020-01-23,2.127,1.72
2020-02-03,1.986,1.73
2020-02-04,2.02,1.74
2020-02-05,2.051,1.74
2020-02-06,2.098,1.77
2020-02-07,2.11,1.75
2020-02-10,2.128,1.76
2020-02-11,2.125,1.81
2020-02-12,2.146,1.83
2020-02-13,2.135,1.81
2020-02-14,2.138,1.85
2020-02-17,2.191,1.87
2020-02-18,2.209,1.9
2020-02-19,2.2,1.91
2020-02-20,2.232,1.87
2020-02-21,2.256,1.87
2020-02-24,2.28,1.8
2020-02-25,2.295,1.86
2020-02-26,2.252,1.88
2020-02-27,2.258,1.88
2020-02-28,2.17,1.9
2020-03-02,2.233,1.89
2020-03-03,2.252,1.83
2020-03-04,2.259,1.86
2020-03-05,2.286,1.85
2020-03-06,2.269,1.81
2020-03-09,2.192,1.8
2020-03-10,2.236,1.73
2020-03-11,2.205,1.72
2020-03-12,2.171,1.71
2020-03-13,2.158,1.71
2020-03-16,2.075,1.73
2020-03-17,2.084,1.67
2020-03-18,2.059,1.69
2020-03-19,2.071,1.72
2020-03-20,2.094,1.71
2020-03-23,2.027,1.71
2020-03-24,2.051,1.68
2020-03-25,2.087,1.68
2020-03-26,2.073,1.67
2020-03-27,2.07,1.7
2020-03-30,2.038,1.7
2020-03-31,2.045,1.74
2020-04-01,2.039,1.74
2020-04-02,2.078,1.75
2020-04-03,2.064,1.722
2020-04-07,2.113,1.71
2020-04-08,2.117,1.744
2020-04-09,2.126,1.74
2020-04-10,2.097,1.751
2020-04-13,2.089,1.748
2020-04-14,2.124,1.766
2020-04-15,2.117,1.757
2020-04-16,2.128,1.769
2020-04-17,2.13,1.764
2020-04-20,2.152,1.748
2020-04-21,2.138,1.739
2020-04-22,2.153,1.73
2020-04-23,2.147,1.731
2020-04-24,2.118,1.774
2020-04-27,2.117,1.793
2020-04-28,2.112,1.788
2020-04-29,2.114,1.805
2020-04-30,2.145,1.797
2020-05-06,2.172,1.811
2020-05-07,2.167,1.812
2020-05-08,2.183,1.8
2020-05-11,2.187,1.802
2020-05-12,2.188,1.789
2020-05-13,2.196,1.814
2020-05-14,2.176,1.8
2020-05-15,2.181,1.776
2020-05-18,2.176,1.752
2020-05-19,2.198,1.748
2020-05-20,2.176,1.777
2020-05-21,2.159,1.767
2020-05-22,2.128,1.76
2020-05-25,2.127,1.775
2020-05-26,2.162,1.821
2020-05-27,2.142,1.821
2020-05-28,2.142,1.822
2020-05-29,2.156,1.823
2020-06-01,2.206,1.825
2020-06-02,2.204,1.82
2020-06-03,2.205,1.832
2020-06-04,2.205,1.838
2020-06-05,2.208,1.837
2020-06-08,2.204,1.841
2020-06-09,2.22,1.842
2020-06-10,2.227,1.874
2020-06-11,2.22,1.885
2020-06-12,2.226,1.887
2020-06-15,2.225,1.904
2020-06-16,2.255,1.908
2020-06-17,2.269,1.912
2020-06-18,2.271,1.919
2020-06-19,2.29,1.917
2020-06-22,2.287,1.953
2020-06-23,2.301,1.955
2020-06-24,2.306,1.98
2020-06-29,2.303,2.01
2020-06-30,2.334,2.106
2020-07-01,2.337,2.147
2020-07-02,2.364,2.178
2020-07-03,2.389,2.232
2020-07-06,2.464,2.243
2020-07-07,2.496,2.302
2020-07-08,2.542,2.276
2020-07-09,2.605,2.233
2020-07-10,2.597,2.135
2020-07-13,2.668,2.136
2020-07-14,2.647,2.187
2020-07-15,2.585,2.2
2020-07-16,2.486,2.223
2020-07-17,2.501,2.216
2020-07-20,2.567,2.131
2020-07-21,2.57,2.121
2020-07-22,2.591,2.135
2020-07-23,2.596,2.19
2020-07-24,2.484,2.188
2020-07-27,2.497,2.212
2020-07-28,2.519,2.258
2020-07-29,2.579,2.245
2020-07-30,2.576,2.27
2020-07-31,2.594,2.274
2020-08-03,2.646,2.256
2020-08-04,2.63,2.259
2020-08-05,2.66,2.225
2020-08-06,2.659,2.191
2020-08-07,2.635,2.194
2020-08-10,2.643,2.213
2020-08-11,2.597,2.249
2020-08-12,2.567,2.271
2020-08-13,2.572,2.235
2020-08-14,2.597,2.214
2020-08-17,2.641,2.233
2020-08-18,2.654,2.246
2020-08-19,2.616,2.237
2020-08-20,2.599,2.205
2020-08-21,2.615,2.218
2020-08-24,2.63,2.252
2020-08-25,2.621,2.244
2020-08-26,2.586,2.253
2020-08-27,2.6,2.259
2020-08-28,2.635,2.235
2020-08-31,2.624,2.223
2020-09-01,2.64,2.181
2020-09-02,2.632,2.186
2020-09-03,2.614,2.124
2020-09-04,2.59,2.093
2020-09-07,2.538,2.117
2020-09-08,2.545,2.131
2020-09-09,2.491,2.147
2020-09-10,2.462,2.134
2020-09-11,2.49,2.145
2020-09-14,2.499,2.166
2020-09-15,2.517,2.157
2020-09-16,2.508,2.131
2020-09-17,2.512,2.151
2020-09-18,2.548,2.114
2020-09-21,2.541,2.114
2020-09-22,2.521,2.099
2020-09-23,2.528,2.119
2020-09-24,2.481,2.119
2020-09-25,2.482,2.161
2020-09-28,2.467,2.21
2020-09-29,2.491,2.215
2020-09-30,2.485,2.206
2020-10-09,2.538,2.201
2020-10-12,2.596,2.193
2020-10-13,2.603,2.17
2020-10-14,2.597,2.187
2020-10-15,2.584,2.163
2020-10-16,2.575,2.156
2020-10-19,2.544,2.117
2020-10-20,2.56,2.111
2020-10-21,2.53,2.116
2020-10-22,2.512,2.123
2020-10-23,2.472,2.122
2020-10-26,2.479,2.084
2020-10-27,2.48,2.093
2020-10-28,2.486,2.109
2020-10-29,2.492,2.106
2020-10-30,2.444,2.124
2020-11-02,2.452,2.115
2020-11-03,2.477,2.153
2020-11-04,2.47,2.135
2020-11-05,2.513,2.108
2020-11-06,2.497,2.113
2020-11-09,2.532,2.111
2020-11-10,2.503,2.12
2020-11-11,2.478,2.112
2020-11-12,2.481,2.105
2020-11-13,2.477,2.113
2020-11-16,2.498,2.128
2020-11-17,2.483,2.143
2020-11-18,2.484,2.145
2020-11-19,2.491,2.112
2020-11-20,2.51,2.108
2020-11-23,2.528,2.113
2020-11-24,2.531,2.11
2020-11-25,2.494,2.138
2020-11-26,2.49,2.139
2020-11-27,2.498,2.148
2020-11-30,2.488,2.147
2020-12-01,2.523,2.135
2020-12-02,2.531,2.141
2020-12-03,2.524,2.113
2020-12-04,2.534,2.122
2020-12-07,2.528,2.098
2020-12-08,2.527,2.12
2020-12-09,2.499,2.118
2020-12-10,2.515,2.112
2020-12-11,2.485,2.135
2020-12-14,2.502,2.132
2020-12-15,2.507,2.16
2020-12-16,2.498,2.118
2020-12-17,2.522,2.139
2020-12-18,2.513,2.115
2020-12-21,2.549,2.142
2020-12-22,2.504,2.135
2020-12-23,2.527,2.123
2020-12-24,2.503,2.141
2020-12-25,2.526,2.167
2020-12-28,2.517,2.22
2020-12-29,2.505,2.244
2020-12-30,2.532,2.239
2020-12-31,2.571,2.249
2021-01-04,2.616,2.258
2021-01-05,2.635,2.22
2021-01-06,2.636,2.243
2021-01-07,2.639,2.233
2021-01-08,2.637,2.228
2021-01-11,2.601,2.226
2021-01-12,2.632,2.261
2021-01-13,2.632,2.253
2021-01-14,2.618,2.269
2021-01-15,2.611,2.303
2021-01-18,2.652,2.309
2021-01-19,2.633,2.327
2021-01-20,2.658,2.287
2021-01-21,2.689,2.29
2021-01-22,2.696,2.261
2021-01-25,2.698,2.232
2021-01-26,2.664,2.244
2021-01-27,2.676,2.268
2021-01-28,2.619,2.257
2021-01-29,2.606,2.231
2021-02-01,2.63,2.205
2021-02-02,2.656,2.226
2021-02-03,2.639,2.271
2021-02-04,2.61,2.303
2021-02-05,2.582,2.331
2021-02-08,2.611,2.355
2021-02-09,2.665,2.347
2021-02-10,2.685,2.335
2021-02-18,2.709,2.302
2021-02-19,2.732,2.283
2021-02-22,2.706,2.255
2021-02-23,2.698,2.278
2021-02-24,2.661,2.265
2021-02-25,2.657,2.297
2021-02-26,2.607,2.26
2021-03-01,2.656,2.256
2021-03-02,2.635,2.201
2021-03-03,2.666,2.149
2021-03-04,2.622,2.13
2021-03-05,2.616,2.178
2021-03-08,2.563,2.182
2021-03-09,2.512,2.174
2021-03-10,2.506,2.187
2021-03-11,2.56,2.198
2021-03-12,2.572,2.207
2021-03-15,2.552,2.192
2021-03-16,2.553,2.222
2021-03-17,2.571,2.202
2021-03-18,2.594,2.178
2021-03-19,2.571,2.172
2021-03-22,2.602,2.189
2021-03-23,2.568,2.192
2021-03-24,2.529,2.206
2021-03-25,2.534,2.197
2021-03-26,2.572,2.223
2021-03-29,2.579,2.228
2021-03-30,2.59,2.232
2021-03-31,2.588,2.235
2021-04-01,2.606,2.243
2021-04-02,2.609,2.236
2021-04-06,2.616,2.195
2021-04-07,2.62,2.18
2021-04-08,2.622,2.2
2021-04-09,2.612,2.2
2021-04-12,2.565,2.22
2021-04-13,2.56,2.24
2021-04-14,2.582,2.24
2021-04-15,2.583,2.24
2021-04-16,2.598,2.25
2021-04-19,2.624,2.26
2021-04-20,2.625,2.26
2021-04-21,2.625,2.267
2021-04-22,2.639,2.285
2021-04-23,2.65,2.288
2021-04-26,2.646,2.291
2021-04-27,2.656,2.291
2021-04-28,2.67,2.274
2021-04-29,2.675,2.272
2021-04-30,2.673,2.265
2021-05-06,2.665,2.278
2021-05-07,2.645,2.262
2021-05-10,2.645,2.28
2021-05-11,2.635,2.295
2021-05-12,2.654,2.305
2021-05-13,2.635,2.295
2021-05-14,2.663,2.286
2021-05-17,2.683,2.28
2021-05-18,2.684,2.282
2021-05-19,2.677,2.314
2021-05-20,2.667,2.317
2021-05-21,2.66,2.326
2021-05-24,2.669,2.331
2021-05-25,2.696,2.35
2021-05-26,2.695,2.359
2021-05-27,2.725,2.345
2021-05-28,2.716,2.341
2021-05-31,2.739,2.346
2021-06-01,2.746,2.352
2021-06-02,2.725,2.349
2021-06-03,2.721,2.348
2021-06-04,2.729,2.373
2021-06-07,2.744,2.369
2021-06-08,2.728,2.355
2021-06-09,2.733,2.327
2021-06-10,2.762,2.338
2021-06-11,2.752,2.356
2021-06-15,2.738,2.37
2021-06-16,2.698,2.386
2021-06-17,2.723,2.404
2021-06-18,2.738,2.396
2021-06-21,2.759,2.42
2021-06-22,2.77,2.442
2021-06-23,2.785,2.432
2021-06-24,2.779,2.443
2021-06-25,2.805,2.429
2021-06-28,2.812,2.406
2021-06-29,2.797,2.413
2021-06-30,2.815,2.426
2021-07-01,2.786,2.444
2021-07-02,2.763,2.442
2021-07-05,2.783,2.452
2021-07-06,2.785,2.485
2021-07-07,2.808,2.509
2021-07-08,2.804,2.506
2021-07-09,2.819,2.521
2021-07-12,2.85,2.526
2021-07-13,2.877,2.536
2021-07-14,2.864,2.55
2021-07-15,2.887,2.54
2021-07-16,2.888,2.54
2021-07-19,2.871,2.542
2021-07-20,2.874,2.509
2021-07-21,2.905,2.451
2021-07-22,2.924,2.415
2021-07-23,2.91,2.462
2021-07-26,2.868,2.471
2021-07-27,2.808,2.502
2021-07-28,2.78,2.49
2021-07-29,2.834,2.52
2021-07-30,2.834,2.518
2021-08-02,2.868,2.522
2021-08-03,2.842,2.534
2021-08-04,2.887,2.554
2021-08-05,2.879,2.565
2021-08-06,2.885,2.576
2021-08-09,2.903,2.583
2021-08-10,2.909,2.575
2021-08-11,2.929,2.525
2021-08-12,2.944,2.541
2021-08-13,2.948,2.541
2021-08-16,2.938,2.53
2021-08-17,2.883,2.568
2021-08-18,2.9,2.585
2021-08-19,2.899,2.584
2021-08-20,2.894,2.592
2021-08-23,2.925,2.592
2021-08-24,2.945,2.608
2021-08-25,2.975,2.624
2021-08-26,2.956,2.618
2021-08-27,2.976,2.65
2021-08-30,2.997,2.641
2021-08-31,3.009,2.648
2021-09-01,2.978,2.692
2021-09-02,3.018,2.736
2021-09-03,3.002,2.763
2021-09-06,3.03,2.772
2021-09-07,3.086,2.779
2021-09-08,3.101,2.758
2021-09-09,3.134,2.753
2021-09-10,3.127,2.716
2021-09-13,3.15,2.703
2021-09-14,3.112,2.718
2021-09-15,3.125,2.727
2021-09-16,3.083,2.687
2021-09-17,3.071,2.595
2021-09-22,3.088,2.608
2021-09-23,3.094,2.554
2021-09-24,3.047,2.571
2021-09-27,2.974,2.563
2021-09-28,2.977,2.553
2021-09-29,2.903,2.509
2021-09-30,2.941,2.52
2021-10-08,2.929,2.53
2021-10-11,2.921,2.526
2021-10-12,2.874,2.535
2021-10-13,2.886,2.552
2021-10-14,2.891,2.544
2021-10-15,2.896,2.53
2021-10-18,2.899,2.512
2021-10-19,2.918,2.532
2021-10-20,2.913,2.525
2021-10-21,2.91,2.507
2021-10-22,2.892,2.49
2021-10-25,2.912,2.496
2021-10-26,2.904,2.51
2021-10-27,2.886,2.5
2021-10-28,2.849,2.493
2021-10-29,2.882,2.509
2021-11-01,2.887,2.495
2021-11-02,2.856,2.485
2021-11-03,2.863,2.497
2021-11-04,2.883,2.486
2021-11-05,2.849,2.507
2021-11-08,2.859,2.519
2021-11-09,2.874,2.503
2021-11-10,2.864,2.49
2021-11-11,2.886,2.504
2021-11-12,2.894,2.501
2021-11-15,2.879,2.514
2021-11-16,2.861,2.54
2021-11-17,2.883,2.541
2021-11-18,2.87,2.535
2021-11-19,2.899,2.532
2021-11-22,2.928,2.525
2021-11-23,2.927,2.522
2021-11-24,2.926,2.533
2021-11-25,2.912,2.538
2021-11-26,2.908,2.53
2021-11-29,2.911,2.55
2021-11-30,2.919,2.528
2021-12-01,2.924,2.518
2021-12-02,2.915,2.546
2021-12-03,2.933,2.552
2021-12-06,2.909,2.554
2021-12-07,2.901,2.567
2021-12-08,2.935,2.555
2021-12-09,2.942,2.555
2021-12-10,2.939,2.566
2021-12-13,2.949,2.547
2021-12-14,2.939,2.508
2021-12-15,2.929,2.525
2021-12-16,2.95,2.54
2021-12-17,2.922,2.554
2021-12-20,2.884,2.531
2021-12-21,2.915,2.53
2021-12-22,2.927,2.538
2021-12-23,2.938,2.527
2021-12-24,2.919,2.548
2021-12-27,2.919,2.564
2021-12-28,2.924,2.561
2021-12-29,2.913,2.528
2021-12-30,2.932,2.523
2021-12-31,2.948,2.52
2022-01-04,2.94,2.515
2022-01-05,2.895,2.505
2022-01-06,2.904,2.529
2022-01-07,2.896,2.505
2022-01-10,2.909,2.5
2022-01-11,2.895,2.519
2022-01-12,2.914,2.517
2022-01-13,2.882,2.512
2022-01-14,2.878,2.505
2022-01-17,2.898,2.488
2022-01-18,2.908,2.489
2022-01-19,2.901,2.43
2022-01-20,2.883,2.434
2022-01-21,2.853,2.386
2022-01-24,2.859,2.375
2022-01-25,2.783,2.386
2022-01-26,2.794,2.419
2022-01-27,2.737,2.438
2022-01-28,2.724,2.437
2022-02-07,2.765,2.423
2022-02-08,2.786,2.408
2022-02-09,2.817,2.416
2022-02-10,2.822,2.42
2022-02-11,2.796,2.422
2022-02-14,2.776,2.445
2022-02-15,2.795,2.456
2022-02-16,2.803,2.433
2022-02-17,2.807,2.462
2022-02-18,2.827,2.43
2022-02-21,2.835,2.441
2022-02-22,2.811,2.448
2022-02-23,2.845,2.456
2022-02-24,2.803,2.46
2022-02-25,2.822,2.457
2022-02-28,2.836,2.443
2022-03-01,2.846,2.401
2022-03-02,2.844,2.346
2022-03-03,2.845,2.303
2022-03-04,2.827,2.344
2022-03-07,2.782,2.371
2022-03-08,2.707,2.325
2022-03-09,2.674,2.224
2022-03-10,2.717,2.278
2022-03-11,2.735,2.298
2022-03-14,2.676,2.312
2022-03-15,2.559,2.326
2022-03-16,2.626,2.332
2022-03-17,2.666,2.343
2022-03-18,2.694,2.336
2022-03-21,2.703,2.315
2022-03-22,2.703,2.305
2022-03-23,2.715,2.3
2022-03-24,2.703,2.333
2022-03-25,2.672,2.332
2022-03-28,2.676,2.336
2022-03-29,2.67,2.326
2022-03-30,2.713,2.296
2022-03-31,2.695,2.301
2022-04-01,2.709,2.244
2022-04-06,2.705,2.264
2022-04-07,2.665,2.242
2022-04-08,2.671,2.272
2022-04-11,2.606,2.256
2022-04-12,2.633,2.25
2022-04-13,2.611,2.253
2022-04-14,2.644,2.22
2022-04-15,2.622,2.149
2022-04-18,2.621,2.15
2022-04-19,2.625,2.052
2022-04-20,2.575,2.036
2022-04-21,2.51,2.061
2022-04-22,2.508,2.042
2022-04-25,2.382,2.111
2022-04-26,2.343,2.128
2022-04-27,2.418,2.098
2022-04-28,2.419,2.102
2022-04-29,2.488,2.128
2022-05-05,2.506,2.148
2022-05-06,2.459,2.135
2022-05-09,2.466,2.15
2022-05-10,2.495,2.152
2022-05-11,2.513,2.169
2022-05-12,2.513,2.162
2022-05-13,2.534,2.168
2022-05-16,2.532,2.199
2022-05-17,2.544,2.209
2022-05-18,2.535,2.158
2022-05-19,2.549,2.17
2022-05-20,2.581,2.19
2022-05-23,2.592,2.184
2022-05-24,2.52,2.2
2022-05-25,2.55,2.229
2022-05-26,2.569,2.226
2022-05-27,2.568,2.245
2022-05-30,2.581,2.278
2022-05-31,2.607,2.281
2022-06-01,2.608,2.295
2022-06-02,2.625,2.28
2022-06-06,2.666,2.318
2022-06-07,2.67,2.324
2022-06-08,2.685,2.33
2022-06-09,2.66,2.323
2022-06-10,2.701,2.327
2022-06-13,2.697,2.341
2022-06-14,2.711,2.348
2022-06-15,2.707,2.332
2022-06-16,2.704,2.311
2022-06-17,2.726,2.343
2022-06-20,2.732,2.364
2022-06-21,2.713,2.387
2022-06-22,2.681,2.42
2022-06-23,2.724,2.385
2022-06-24,2.752,2.405
2022-06-27,2.77,2.407
2022-06-28,2.802,2.435
2022-06-29,2.759,2.434
2022-06-30,2.792,2.412
2022-07-01,2.79,2.424
2022-07-04,2.819,2.41
2022-07-05,2.823,2.39
2022-07-06,2.796,2.345
2022-07-07,2.802,2.355
2022-07-08,2.786,2.371
2022-07-11,2.75,2.346
2022-07-12,2.721,2.369
2022-07-13,2.729,2.376
2022-07-14,2.743,2.391
2022-07-15,2.704,2.383
2022-07-18,2.737,2.358
2022-07-19,2.748,2.34
2022-07-20,2.773,2.361
2022-07-21,2.748,2.358
2022-07-22,2.728,2.371
2022-07-25,2.706,2.362
2022-07-26,2.735,2.36
2022-07-27,2.739,2.317
2022-07-28,2.743,2.294
2022-07-29,2.721,2.295
2022-08-01,2.737,2.33
2022-08-02,2.674,2.347
2022-08-03,2.657,2.355
2022-08-04,2.671,2.354
2022-08-05,2.712,2.389
2022-08-08,2.731,2.385
2022-08-09,2.743,2.389
2022-08-10,2.734,2.398
2022-08-11,2.775,2.407
2022-08-12,2.769,2.402
2022-08-15,2.775,2.38
2022-08-16,2.784,2.404
2022-08-17,2.791,2.398
2022-08-18,2.784,2.349
2022-08-19,2.761,2.365
2022-08-22,2.789,2.365
2022-08-23,2.786,2.344
2022-08-24,2.727,2.35
2022-08-25,2.738,2.304
2022-08-26,2.724,2.29
2022-08-29,2.726,2.293
2022-08-30,2.715,2.298
2022-08-31,2.668,2.327
2022-09-01,2.657,2.324
2022-09-02,2.663,2.31
2022-09-05,2.672,2.328
2022-09-06,2.703,2.327
2022-09-07,2.706,2.306
2022-09-08,2.695,2.275
2022-09-09,2.711,2.26
2022-09-13,2.705,2.214
2022-09-14,2.685,2.228
2022-09-15,2.638,2.229
2022-09-16,2.589,2.228
2022-09-19,2.575,2.207
2022-09-20,2.589,2.177
2022-09-21,2.593,2.209
2022-09-22,2.588,2.158
2022-09-23,2.565,2.164
2022-09-26,2.537,2.15
2022-09-27,2.573,2.116
2022-09-28,2.523,2.125
2022-09-29,2.527,2.174
2022-09-30,2.506,2.178
2022-10-10,2.474,2.214
2022-10-11,2.492,2.22
2022-10-12,2.538,2.221
2022-10-13,2.542,2.207
2022-10-14,2.589,2.208
2022-10-17,2.601,2.207
2022-10-18,2.603,2.176
2022-10-19,2.586,2.174
2022-10-20,2.575,2.207
2022-10-21,2.574,2.2
2022-10-24,2.55,2.159
2022-10-25,2.543,2.155
2022-10-26,2.579,2.181
2022-10-27,2.574,2.195
2022-10-28,2.505,2.2
2022-10-31,2.507,2.247
2022-11-01,2.554,2.248
2022-11-02,2.578,2.249
2022-11-03,2.584,2.248
2022-11-04,2.631,2.234
2022-11-07,2.636,2.245
2022-11-08,2.631,2.237
2022-11-09,2.623,2.269
2022-11-10,2.607,2.267
2022-11-11,2.626,2.274
2022-11-14,2.617,2.262
2022-11-15,2.656,2.253
2022-11-16,2.646,2.238
2022-11-17,2.65,2.231
2022-11-18,2.638,2.243
2022-11-21,2.636,2.235
2022-11-22,2.619,2.219
2022-11-23,2.621,2.242
2022-11-24,2.621,2.228
2022-11-25,2.607,2.253
2022-11-28,2.591,2.25
2022-11-29,2.622,2.27
2022-11-30,2.623,2.26
2022-12-01,2.64,2.265
2022-12-02,2.635,2.256
2022-12-05,2.649,2.268
2022-12-06,2.651,2.251
2022-12-07,2.649,2.239
2022-12-08,2.645,2.23
2022-12-09,2.649,2.23
2022-12-12,2.636,2.224
2022-12-13,2.623,
2022-12-14,2.611,
2022-12-15,2.617,
2022-12-16,2.601,
